TransID,EntryID,VisitorID,GuideID,AccID,VisitDate,ConservationFee,AccommFee,ActivityFee,TotalAmount,PaymentType,ModifiedDate
TRX-4720687,ENT-488848,VID-20490,N/A,ACC-039,2024-02-02,460.0,2183.0,0.0,2643.0,Credit Card,2024-02-02 12:00:00
TRX-9741022,ENT-400384,VID-88311,FG-008,ACC-050,2024-11-10,460.0,1974.0,750.0,3184.0,Debit Card,2024-11-10 18:00:00
TRX-9693169,ENT-399899,VID-35525,FG-005,ACC-039,2024-01-06,460.0,2424.0,750.0,3634.0,WildCard_Credit,2024-01-06 11:00:00
TRX-1605005,ENT-477214,VID-41359,FG-084,ACC-001,2024-11-10,460.0,3260.0,350.0,4070.0,Debit Card,2024-11-10 10:00:00
TRX-7629401,ENT-525146,VID-86818,FG-026,ACC-034,2024-06-29,110.0,1530.0,750.0,2390.0,Credit Card,2024-06-29 18:00:00
TRX-5773013,ENT-861411,VID-83284,N/A,ACC-038,2024-02-16,460.0,3282.0,0.0,3742.0,EFT,2024-02-16 16:00:00
TRX-8629590,ENT-523579,VID-85354,FG-001,ACC-017,2024-11-06,230.0,1532.0,350.0,2112.0,Debit Card,2024-11-06 11:00:00
TRX-9441777,ENT-408545,VID-54560,N/A,ACC-008,2024-10-13,230.0,2473.0,0.0,2703.0,WildCard_Credit,2024-10-13 09:00:00
TRX-7326357,ENT-690525,VID-73390,FG-099,ACC-016,2024-12-21,230.0,2603.0,550.0,3383.0,EFT,2024-12-21 15:00:00
TRX-9086117,ENT-221916,VID-43792,FG-009,ACC-025,2024-10-27,230.0,3191.0,750.0,4171.0,Debit Card,2024-10-27 08:00:00
TRX-6923972,ENT-641593,VID-80208,FG-002,ACC-045,2024-06-10,460.0,3272.0,350.0,4082.0,EFT,2024-06-10 14:00:00
TRX-6737688,ENT-179721,VID-82686,N/A,ACC-012,2024-07-23,110.0,1576.0,0.0,1686.0,Cash,2024-07-23 18:00:00
TRX-4066614,ENT-882401,VID-99536,FG-025,ACC-032,2024-10-20,230.0,1848.0,350.0,2428.0,Debit Card,2024-10-20 12:00:00
TRX-4845464,ENT-312616,VID-42728,FG-080,ACC-023,2024-05-15,110.0,3412.0,350.0,3872.0,Debit Card,2024-05-15 11:00:00
TRX-9265544,ENT-743644,VID-10868,N/A,ACC-049,2024-12-12,110.0,891.0,0.0,1001.0,WildCard_Credit,2024-12-12 18:00:00
TRX-9260100,ENT-702427,VID-46009,FG-063,ACC-012,2024-11-13,110.0,2375.0,550.0,3035.0,WildCard_Credit,2024-11-13 13:00:00
TRX-1908455,ENT-651273,VID-65466,FG-062,ACC-035,2024-10-22,230.0,2029.0,350.0,2609.0,Credit Card,2024-10-22 10:00:00
TRX-3932663,ENT-579404,VID-25776,FG-090,ACC-034,2024-12-17,460.0,1822.0,750.0,3032.0,Cash,2024-12-17 20:00:00
TRX-4535838,ENT-497859,VID-86153,N/A,ACC-007,2024-01-07,230.0,3223.0,0.0,3453.0,EFT,2024-01-07 18:00:00
TRX-5409875,ENT-348658,VID-45311,FG-061,ACC-040,2024-04-05,230.0,2909.0,550.0,3689.0,EFT,2024-04-05 16:00:00
TRX-8031212,ENT-834750,VID-58799,FG-047,ACC-026,2024-08-05,230.0,1153.0,750.0,2133.0,EFT,2024-08-05 11:00:00
TRX-4834713,ENT-953740,VID-23090,FG-093,ACC-018,2024-10-21,230.0,1136.0,350.0,1716.0,Debit Card,2024-10-21 18:00:00
TRX-3509000,ENT-595962,VID-11276,FG-023,ACC-027,2024-04-10,460.0,2170.0,750.0,3380.0,Cash,2024-04-10 10:00:00
TRX-5210645,ENT-689444,VID-84427,FG-007,ACC-026,2024-09-06,110.0,2983.0,550.0,3643.0,Credit Card,2024-09-06 12:00:00
TRX-8995004,ENT-979725,VID-92557,N/A,ACC-007,2024-04-20,460.0,1069.0,0.0,1529.0,Cash,2024-04-20 12:00:00
TRX-5323737,ENT-460857,VID-12599,FG-053,ACC-008,2024-07-03,460.0,1770.0,550.0,2780.0,EFT,2024-07-03 13:00:00
TRX-3928275,ENT-918213,VID-47304,FG-046,ACC-021,2024-10-22,460.0,2880.0,350.0,3690.0,WildCard_Credit,2024-10-22 17:00:00
TRX-5807067,ENT-586279,VID-92799,FG-019,ACC-011,2024-02-10,230.0,3416.0,750.0,4396.0,EFT,2024-02-10 14:00:00
TRX-3717900,ENT-460317,VID-39912,FG-041,ACC-021,2024-02-06,230.0,2985.0,750.0,3965.0,EFT,2024-02-06 09:00:00
TRX-7092894,ENT-884225,VID-86928,FG-067,ACC-029,2024-05-18,460.0,1495.0,750.0,2705.0,Cash,2024-05-18 15:00:00
TRX-4936391,ENT-794180,VID-42983,N/A,ACC-048,2024-03-05,110.0,1153.0,0.0,1263.0,Credit Card,2024-03-05 19:00:00
TRX-2070258,ENT-596171,VID-81884,FG-007,ACC-002,2024-02-22,110.0,1083.0,750.0,1943.0,Cash,2024-02-22 09:00:00
TRX-3605071,ENT-188406,VID-95830,N/A,ACC-025,2024-05-14,460.0,740.0,0.0,1200.0,EFT,2024-05-14 17:00:00
TRX-3120836,ENT-237654,VID-79041,FG-022,ACC-002,2024-08-14,110.0,1413.0,550.0,2073.0,Credit Card,2024-08-14 18:00:00
TRX-5570355,ENT-675191,VID-68306,FG-018,ACC-045,2024-08-31,460.0,1861.0,550.0,2871.0,WildCard_Credit,2024-08-31 15:00:00
TRX-8297709,ENT-648887,VID-93858,FG-082,ACC-035,2024-11-19,110.0,2820.0,750.0,3680.0,EFT,2024-11-19 19:00:00
TRX-6165171,ENT-483551,VID-64028,FG-034,ACC-010,2024-02-15,230.0,2372.0,350.0,2952.0,EFT,2024-02-15 15:00:00
TRX-8871835,ENT-661091,VID-11090,FG-089,ACC-032,2024-06-25,110.0,400.0,350.0,860.0,Cash,2024-06-25 12:00:00
TRX-4879150,ENT-935471,VID-10946,FG-071,ACC-024,2024-05-29,230.0,437.0,750.0,1417.0,Debit Card,2024-05-29 17:00:00
TRX-3739207,ENT-849666,VID-94671,FG-050,ACC-025,2024-07-21,230.0,2696.0,750.0,3676.0,Debit Card,2024-07-21 11:00:00
TRX-9667278,ENT-901676,VID-90375,FG-089,ACC-044,2024-11-16,230.0,724.0,750.0,1704.0,EFT,2024-11-16 11:00:00
TRX-2148634,ENT-291267,VID-27907,FG-038,ACC-008,2024-07-30,230.0,3056.0,550.0,3836.0,Cash,2024-07-30 11:00:00
TRX-9254323,ENT-296911,VID-52027,FG-003,ACC-010,2024-12-24,460.0,2254.0,550.0,3264.0,Credit Card,2024-12-24 17:00:00
TRX-5516344,ENT-231113,VID-67464,FG-094,ACC-001,2024-02-22,460.0,490.0,350.0,1300.0,Debit Card,2024-02-22 12:00:00
TRX-6736345,ENT-540656,VID-50838,N/A,ACC-032,2024-09-09,110.0,1017.0,0.0,1127.0,EFT,2024-09-09 11:00:00
TRX-3450947,ENT-158760,VID-44931,N/A,ACC-050,2024-06-18,230.0,3254.0,0.0,3484.0,Cash,2024-06-18 09:00:00
TRX-5195637,ENT-956949,VID-60014,FG-002,ACC-008,2024-04-02,110.0,2624.0,750.0,3484.0,Debit Card,2024-04-02 11:00:00
TRX-8731522,ENT-871041,VID-22315,FG-067,ACC-043,2024-01-18,230.0,2214.0,350.0,2794.0,Debit Card,2024-01-18 11:00:00
TRX-1707762,ENT-880900,VID-82034,FG-067,ACC-008,2024-06-14,230.0,1993.0,550.0,2773.0,EFT,2024-06-14 10:00:00
TRX-1873883,ENT-799080,VID-38545,FG-015,ACC-016,2024-04-11,230.0,3015.0,550.0,3795.0,Cash,2024-04-11 13:00:00
TRX-3007387,ENT-515035,VID-41862,FG-002,ACC-003,2024-05-21,230.0,461.0,350.0,1041.0,WildCard_Credit,2024-05-21 17:00:00
TRX-2501223,ENT-360804,VID-30669,FG-064,ACC-006,2024-07-09,460.0,2346.0,350.0,3156.0,WildCard_Credit,2024-07-09 20:00:00
TRX-3582322,ENT-835395,VID-80300,N/A,ACC-007,2024-01-31,230.0,2960.0,0.0,3190.0,Debit Card,2024-01-31 13:00:00
TRX-6827024,ENT-944654,VID-67503,FG-094,ACC-013,2024-10-12,230.0,1353.0,550.0,2133.0,Credit Card,2024-10-12 20:00:00
TRX-1662507,ENT-608876,VID-67344,FG-072,ACC-019,2024-03-09,460.0,1947.0,550.0,2957.0,WildCard_Credit,2024-03-09 12:00:00
TRX-6832845,ENT-439403,VID-71393,FG-036,ACC-039,2024-10-17,460.0,2407.0,350.0,3217.0,WildCard_Credit,2024-10-17 10:00:00
TRX-5418267,ENT-667915,VID-58118,FG-059,ACC-001,2024-08-18,110.0,682.0,350.0,1142.0,WildCard_Credit,2024-08-18 12:00:00
TRX-7108168,ENT-913712,VID-91290,FG-031,ACC-021,2024-01-10,230.0,3405.0,350.0,3985.0,Credit Card,2024-01-10 17:00:00
TRX-9347489,ENT-902930,VID-82281,FG-020,ACC-040,2024-04-07,460.0,2607.0,750.0,3817.0,EFT,2024-04-07 16:00:00
TRX-9777848,ENT-790897,VID-18739,FG-006,ACC-009,2024-02-26,230.0,2078.0,550.0,2858.0,Debit Card,2024-02-26 09:00:00
TRX-2656810,ENT-133362,VID-84843,N/A,ACC-042,2024-09-05,110.0,1227.0,0.0,1337.0,Cash,2024-09-05 11:00:00
TRX-4703113,ENT-735388,VID-19289,FG-002,ACC-014,2024-01-26,460.0,2406.0,550.0,3416.0,Cash,2024-01-26 13:00:00
TRX-7978536,ENT-961957,VID-58374,N/A,ACC-046,2024-07-03,110.0,2317.0,0.0,2427.0,Credit Card,2024-07-03 16:00:00
TRX-2307538,ENT-326387,VID-78089,N/A,ACC-007,2024-02-06,460.0,1488.0,0.0,1948.0,Credit Card,2024-02-06 12:00:00
TRX-9828037,ENT-788784,VID-42605,FG-073,ACC-041,2024-04-07,460.0,1346.0,750.0,2556.0,Debit Card,2024-04-07 11:00:00
TRX-7005628,ENT-807256,VID-70125,FG-090,ACC-043,2024-02-24,460.0,3468.0,750.0,4678.0,Cash,2024-02-24 20:00:00
TRX-9467339,ENT-453907,VID-96184,FG-021,ACC-035,2024-10-08,110.0,1083.0,350.0,1543.0,WildCard_Credit,2024-10-08 14:00:00
TRX-7236418,ENT-532373,VID-93000,FG-056,ACC-047,2024-10-08,230.0,1843.0,550.0,2623.0,EFT,2024-10-08 13:00:00
TRX-5262908,ENT-477496,VID-69297,FG-058,ACC-026,2024-07-11,460.0,1385.0,350.0,2195.0,Credit Card,2024-07-11 20:00:00
TRX-9684044,ENT-241647,VID-49562,FG-001,ACC-020,2024-11-01,460.0,541.0,550.0,1551.0,Debit Card,2024-11-01 08:00:00
TRX-9577712,ENT-683347,VID-84798,N/A,ACC-037,2024-12-19,110.0,1689.0,0.0,1799.0,Debit Card,2024-12-19 12:00:00
TRX-3322104,ENT-377860,VID-58114,FG-075,ACC-016,2024-07-01,110.0,554.0,750.0,1414.0,Debit Card,2024-07-01 10:00:00
TRX-4647992,ENT-869933,VID-20118,N/A,ACC-047,2024-10-19,230.0,1630.0,0.0,1860.0,EFT,2024-10-19 14:00:00
TRX-2599943,ENT-724145,VID-94181,FG-039,ACC-003,2024-12-19,230.0,1108.0,750.0,2088.0,WildCard_Credit,2024-12-19 19:00:00
TRX-8286418,ENT-536754,VID-25799,N/A,ACC-050,2024-06-20,230.0,721.0,0.0,951.0,Debit Card,2024-06-20 13:00:00
TRX-7417066,ENT-156757,VID-49948,N/A,ACC-034,2024-11-20,460.0,3073.0,0.0,3533.0,Credit Card,2024-11-20 20:00:00
TRX-4704361,ENT-260639,VID-16621,FG-087,ACC-047,2024-06-16,230.0,2611.0,350.0,3191.0,Cash,2024-06-16 16:00:00
TRX-5861752,ENT-924566,VID-61684,N/A,ACC-010,2024-04-23,230.0,3483.0,0.0,3713.0,Debit Card,2024-04-23 14:00:00
TRX-1827302,ENT-674779,VID-62322,FG-034,ACC-006,2024-10-19,230.0,738.0,750.0,1718.0,Cash,2024-10-19 19:00:00
TRX-4323709,ENT-611559,VID-61815,FG-084,ACC-037,2024-03-10,460.0,2179.0,350.0,2989.0,Debit Card,2024-03-10 15:00:00
TRX-5467052,ENT-914504,VID-66369,FG-042,ACC-044,2024-05-04,460.0,2923.0,350.0,3733.0,WildCard_Credit,2024-05-04 09:00:00
TRX-6843636,ENT-299742,VID-52039,FG-045,ACC-039,2024-08-04,110.0,860.0,750.0,1720.0,Credit Card,2024-08-04 13:00:00
TRX-8419054,ENT-753453,VID-29112,FG-057,ACC-003,2024-11-11,230.0,1093.0,550.0,1873.0,Debit Card,2024-11-11 20:00:00
TRX-2439727,ENT-217830,VID-17148,FG-032,ACC-040,2024-03-20,110.0,3207.0,550.0,3867.0,Debit Card,2024-03-20 20:00:00
TRX-2866934,ENT-419939,VID-68990,FG-061,ACC-002,2024-12-21,230.0,456.0,550.0,1236.0,EFT,2024-12-21 20:00:00
TRX-9778944,ENT-886804,VID-43902,FG-071,ACC-031,2024-04-14,110.0,3431.0,350.0,3891.0,WildCard_Credit,2024-04-14 16:00:00
TRX-9838222,ENT-145594,VID-43483,N/A,ACC-011,2024-07-11,460.0,978.0,0.0,1438.0,Credit Card,2024-07-11 17:00:00
TRX-1139824,ENT-169832,VID-60940,FG-085,ACC-018,2024-01-28,230.0,1222.0,550.0,2002.0,EFT,2024-01-28 15:00:00
TRX-4878365,ENT-499194,VID-76655,FG-091,ACC-007,2024-11-28,110.0,478.0,550.0,1138.0,EFT,2024-11-28 14:00:00
TRX-9399526,ENT-580233,VID-83490,N/A,ACC-046,2024-04-05,230.0,2845.0,0.0,3075.0,Credit Card,2024-04-05 11:00:00
TRX-7600153,ENT-880550,VID-30578,FG-003,ACC-023,2024-06-19,110.0,1413.0,550.0,2073.0,EFT,2024-06-19 15:00:00
TRX-5628469,ENT-951331,VID-18127,FG-081,ACC-017,2024-04-30,230.0,2960.0,550.0,3740.0,Cash,2024-04-30 16:00:00
TRX-6734220,ENT-511929,VID-96105,FG-018,ACC-006,2024-04-25,110.0,2673.0,550.0,3333.0,Cash,2024-04-25 10:00:00
TRX-3562705,ENT-547180,VID-50944,FG-078,ACC-022,2024-08-01,460.0,3177.0,350.0,3987.0,Cash,2024-08-01 11:00:00
TRX-4394202,ENT-244818,VID-50501,FG-089,ACC-046,2024-11-30,460.0,939.0,350.0,1749.0,WildCard_Credit,2024-11-30 10:00:00
TRX-3651604,ENT-432918,VID-18888,FG-072,ACC-035,2024-12-01,110.0,2161.0,350.0,2621.0,Credit Card,2024-12-01 17:00:00
TRX-6346688,ENT-534152,VID-63903,FG-039,ACC-029,2024-01-16,110.0,1700.0,350.0,2160.0,EFT,2024-01-16 20:00:00
TRX-1439533,ENT-899484,VID-90213,N/A,ACC-040,2024-03-08,110.0,1169.0,0.0,1279.0,EFT,2024-03-08 10:00:00
TRX-4874066,ENT-820767,VID-13418,FG-046,ACC-006,2024-11-01,460.0,2722.0,350.0,3532.0,Cash,2024-11-01 11:00:00
TRX-7273997,ENT-292913,VID-60785,FG-063,ACC-031,2024-12-30,110.0,2457.0,750.0,3317.0,Debit Card,2024-12-30 18:00:00
TRX-1251897,ENT-382967,VID-64138,FG-029,ACC-048,2024-01-17,110.0,1191.0,350.0,1651.0,Debit Card,2024-01-17 14:00:00
TRX-9219877,ENT-821276,VID-52584,FG-059,ACC-016,2024-08-12,110.0,670.0,350.0,1130.0,Cash,2024-08-12 17:00:00
TRX-9995261,ENT-650744,VID-94068,FG-091,ACC-003,2024-06-09,230.0,571.0,750.0,1551.0,WildCard_Credit,2024-06-09 14:00:00
TRX-9702386,ENT-663996,VID-61853,FG-095,ACC-003,2024-01-22,110.0,2249.0,750.0,3109.0,WildCard_Credit,2024-01-22 11:00:00
TRX-8374490,ENT-517375,VID-49918,N/A,ACC-050,2024-04-07,230.0,2514.0,0.0,2744.0,EFT,2024-04-07 12:00:00
TRX-1915141,ENT-823468,VID-77760,FG-019,ACC-030,2024-05-30,230.0,1081.0,750.0,2061.0,Cash,2024-05-30 17:00:00
TRX-3270069,ENT-512160,VID-64206,N/A,ACC-021,2024-04-02,110.0,3359.0,0.0,3469.0,Cash,2024-04-02 20:00:00
TRX-4387856,ENT-576769,VID-21820,FG-033,ACC-021,2024-10-29,110.0,1132.0,750.0,1992.0,Debit Card,2024-10-29 19:00:00
TRX-8539654,ENT-764873,VID-57571,N/A,ACC-006,2024-02-16,460.0,3403.0,0.0,3863.0,WildCard_Credit,2024-02-16 09:00:00
TRX-7385526,ENT-146038,VID-32398,FG-043,ACC-037,2024-07-12,460.0,1973.0,350.0,2783.0,Debit Card,2024-07-12 16:00:00
TRX-8039412,ENT-423026,VID-50569,FG-094,ACC-050,2024-12-30,110.0,992.0,350.0,1452.0,Cash,2024-12-30 08:00:00
TRX-4403286,ENT-103704,VID-91600,FG-098,ACC-017,2024-03-01,230.0,2965.0,350.0,3545.0,Credit Card,2024-03-01 10:00:00
TRX-1096478,ENT-737517,VID-74679,FG-031,ACC-014,2024-10-05,230.0,2438.0,750.0,3418.0,WildCard_Credit,2024-10-05 20:00:00
TRX-2332193,ENT-730421,VID-88656,FG-001,ACC-016,2024-07-28,460.0,2348.0,750.0,3558.0,WildCard_Credit,2024-07-28 15:00:00
TRX-3487325,ENT-157738,VID-95626,FG-045,ACC-003,2024-01-26,230.0,2938.0,350.0,3518.0,Debit Card,2024-01-26 10:00:00
TRX-1822609,ENT-214176,VID-64651,FG-023,ACC-011,2024-06-18,110.0,3132.0,550.0,3792.0,EFT,2024-06-18 09:00:00
TRX-7042962,ENT-137581,VID-22206,FG-099,ACC-020,2024-08-21,460.0,3107.0,350.0,3917.0,EFT,2024-08-21 19:00:00
TRX-2089275,ENT-407057,VID-71710,N/A,ACC-009,2024-08-06,230.0,1952.0,0.0,2182.0,Credit Card,2024-08-06 16:00:00
TRX-9802102,ENT-320038,VID-37400,FG-079,ACC-004,2024-09-26,460.0,1524.0,550.0,2534.0,Credit Card,2024-09-26 14:00:00
TRX-5818203,ENT-547798,VID-89802,N/A,ACC-021,2024-09-04,460.0,3388.0,0.0,3848.0,EFT,2024-09-04 19:00:00
TRX-9328158,ENT-644951,VID-92818,FG-064,ACC-032,2024-03-07,460.0,2755.0,550.0,3765.0,Debit Card,2024-03-07 17:00:00
TRX-2983186,ENT-125151,VID-70933,FG-081,ACC-008,2024-04-09,460.0,1353.0,550.0,2363.0,Debit Card,2024-04-09 08:00:00
TRX-6866154,ENT-687638,VID-93558,FG-028,ACC-001,2024-01-24,460.0,2098.0,750.0,3308.0,Debit Card,2024-01-24 13:00:00
TRX-6037929,ENT-631302,VID-82088,FG-042,ACC-050,2024-02-04,460.0,1553.0,550.0,2563.0,Credit Card,2024-02-04 12:00:00
TRX-1488508,ENT-972460,VID-33020,FG-025,ACC-022,2024-06-23,110.0,3209.0,550.0,3869.0,EFT,2024-06-23 14:00:00
TRX-3277572,ENT-604884,VID-30366,FG-081,ACC-030,2024-01-19,460.0,2362.0,750.0,3572.0,WildCard_Credit,2024-01-19 18:00:00
TRX-6022154,ENT-692385,VID-98892,FG-041,ACC-036,2024-01-29,230.0,2294.0,750.0,3274.0,WildCard_Credit,2024-01-29 16:00:00
TRX-3504920,ENT-394083,VID-14085,FG-044,ACC-025,2024-06-30,110.0,1253.0,550.0,1913.0,WildCard_Credit,2024-06-30 09:00:00
TRX-2960327,ENT-920347,VID-50407,FG-091,ACC-021,2024-04-05,110.0,2738.0,750.0,3598.0,Credit Card,2024-04-05 17:00:00
TRX-7234137,ENT-573858,VID-49666,N/A,ACC-014,2024-09-11,230.0,2095.0,0.0,2325.0,WildCard_Credit,2024-09-11 11:00:00
TRX-1627384,ENT-915572,VID-36489,N/A,ACC-006,2024-07-10,230.0,1116.0,0.0,1346.0,Cash,2024-07-10 20:00:00
TRX-4191222,ENT-456637,VID-73369,FG-094,ACC-034,2024-09-13,460.0,502.0,750.0,1712.0,EFT,2024-09-13 10:00:00
TRX-3226624,ENT-315154,VID-14791,N/A,ACC-030,2024-09-21,230.0,986.0,0.0,1216.0,Cash,2024-09-21 18:00:00
TRX-1738700,ENT-820426,VID-87894,N/A,ACC-006,2024-01-03,460.0,2539.0,0.0,2999.0,EFT,2024-01-03 12:00:00
TRX-6242557,ENT-123572,VID-85701,N/A,ACC-049,2024-09-23,230.0,588.0,0.0,818.0,EFT,2024-09-23 20:00:00
TRX-5807802,ENT-390088,VID-79766,FG-041,ACC-050,2024-04-12,460.0,1259.0,550.0,2269.0,Cash,2024-04-12 11:00:00
TRX-5590865,ENT-220020,VID-11999,FG-080,ACC-036,2024-03-17,460.0,881.0,550.0,1891.0,WildCard_Credit,2024-03-17 10:00:00
TRX-5547499,ENT-248433,VID-47128,FG-074,ACC-016,2024-10-08,110.0,1246.0,550.0,1906.0,Debit Card,2024-10-08 13:00:00
TRX-1851044,ENT-236392,VID-13800,FG-061,ACC-044,2024-10-03,110.0,1675.0,550.0,2335.0,Credit Card,2024-10-03 15:00:00
TRX-7575272,ENT-287677,VID-88134,N/A,ACC-038,2024-02-14,110.0,1971.0,0.0,2081.0,Cash,2024-02-14 14:00:00
TRX-9950391,ENT-182361,VID-71039,FG-073,ACC-009,2024-06-19,460.0,1856.0,550.0,2866.0,Credit Card,2024-06-19 11:00:00
TRX-8808058,ENT-593403,VID-40368,N/A,ACC-015,2024-08-21,460.0,2318.0,0.0,2778.0,Debit Card,2024-08-21 12:00:00
TRX-6541983,ENT-927094,VID-52567,FG-059,ACC-032,2024-07-19,460.0,1456.0,550.0,2466.0,Credit Card,2024-07-19 10:00:00
TRX-8738351,ENT-986850,VID-32387,N/A,ACC-019,2024-06-28,110.0,2346.0,0.0,2456.0,EFT,2024-06-28 15:00:00
TRX-7806281,ENT-957266,VID-24022,FG-042,ACC-036,2024-09-17,460.0,2753.0,350.0,3563.0,Credit Card,2024-09-17 09:00:00
TRX-7936404,ENT-350164,VID-91379,FG-032,ACC-036,2024-07-24,230.0,2582.0,750.0,3562.0,Debit Card,2024-07-24 17:00:00
TRX-8233471,ENT-922412,VID-67062,N/A,ACC-037,2024-06-23,230.0,1972.0,0.0,2202.0,EFT,2024-06-23 11:00:00
TRX-2306851,ENT-875282,VID-85260,FG-063,ACC-008,2024-03-29,460.0,3243.0,350.0,4053.0,WildCard_Credit,2024-03-29 18:00:00
TRX-8469488,ENT-284731,VID-50374,FG-052,ACC-005,2024-10-11,460.0,2296.0,550.0,3306.0,WildCard_Credit,2024-10-11 09:00:00
TRX-2031500,ENT-194930,VID-38522,FG-018,ACC-038,2024-06-16,110.0,3207.0,750.0,4067.0,Credit Card,2024-06-16 15:00:00
TRX-5890613,ENT-508926,VID-90684,FG-074,ACC-029,2024-08-19,110.0,3106.0,350.0,3566.0,Debit Card,2024-08-19 16:00:00
TRX-6109503,ENT-555844,VID-55123,FG-012,ACC-038,2024-06-02,110.0,3191.0,550.0,3851.0,Credit Card,2024-06-02 17:00:00
TRX-2047075,ENT-487158,VID-81943,FG-007,ACC-001,2024-03-06,460.0,2490.0,750.0,3700.0,WildCard_Credit,2024-03-06 12:00:00
TRX-8242984,ENT-836333,VID-87353,FG-051,ACC-041,2024-01-16,230.0,849.0,550.0,1629.0,EFT,2024-01-16 11:00:00
TRX-4543617,ENT-794668,VID-32729,FG-061,ACC-009,2024-07-14,460.0,1967.0,750.0,3177.0,Debit Card,2024-07-14 14:00:00
TRX-5839738,ENT-802615,VID-26455,FG-018,ACC-001,2024-08-01,460.0,1975.0,550.0,2985.0,Credit Card,2024-08-01 10:00:00
TRX-8327199,ENT-242371,VID-21097,FG-018,ACC-042,2024-09-06,460.0,464.0,350.0,1274.0,Cash,2024-09-06 18:00:00
TRX-8623472,ENT-634160,VID-65590,FG-071,ACC-029,2024-11-15,230.0,3248.0,750.0,4228.0,Cash,2024-11-15 10:00:00
TRX-1124654,ENT-706012,VID-75294,FG-094,ACC-016,2024-08-05,230.0,1324.0,350.0,1904.0,WildCard_Credit,2024-08-05 17:00:00
TRX-9107893,ENT-839122,VID-58310,FG-015,ACC-038,2024-01-18,230.0,2082.0,550.0,2862.0,Cash,2024-01-18 08:00:00
TRX-5687895,ENT-587521,VID-77757,FG-011,ACC-034,2024-09-26,460.0,727.0,350.0,1537.0,WildCard_Credit,2024-09-26 20:00:00
TRX-2309997,ENT-817303,VID-93058,FG-070,ACC-038,2024-11-18,110.0,1404.0,750.0,2264.0,EFT,2024-11-18 19:00:00
TRX-1180915,ENT-591644,VID-69511,FG-066,ACC-031,2024-09-30,460.0,616.0,550.0,1626.0,WildCard_Credit,2024-09-30 20:00:00
TRX-5942868,ENT-403257,VID-31955,FG-005,ACC-045,2024-06-29,460.0,1757.0,750.0,2967.0,WildCard_Credit,2024-06-29 20:00:00
TRX-8938316,ENT-706224,VID-32161,FG-074,ACC-004,2024-02-01,460.0,1645.0,550.0,2655.0,EFT,2024-02-01 18:00:00
TRX-2384290,ENT-232981,VID-76269,N/A,ACC-005,2024-05-26,460.0,2957.0,0.0,3417.0,EFT,2024-05-26 15:00:00
TRX-1238286,ENT-877444,VID-24621,FG-078,ACC-012,2024-05-20,230.0,942.0,550.0,1722.0,WildCard_Credit,2024-05-20 12:00:00
TRX-3942713,ENT-373943,VID-40958,FG-063,ACC-012,2024-07-08,460.0,1019.0,750.0,2229.0,WildCard_Credit,2024-07-08 20:00:00
TRX-3586212,ENT-978302,VID-75004,N/A,ACC-049,2024-03-15,110.0,1804.0,0.0,1914.0,Cash,2024-03-15 17:00:00
TRX-4537589,ENT-705822,VID-55229,FG-007,ACC-042,2024-11-22,230.0,1374.0,750.0,2354.0,EFT,2024-11-22 10:00:00
TRX-8989846,ENT-416006,VID-72425,FG-096,ACC-049,2024-08-25,110.0,615.0,350.0,1075.0,WildCard_Credit,2024-08-25 14:00:00
TRX-3435210,ENT-656208,VID-66981,FG-002,ACC-019,2024-08-30,110.0,1955.0,750.0,2815.0,Cash,2024-08-30 12:00:00
TRX-1688161,ENT-202093,VID-79637,FG-082,ACC-023,2024-09-28,230.0,3179.0,550.0,3959.0,Cash,2024-09-28 18:00:00
TRX-5480989,ENT-941289,VID-22881,FG-033,ACC-042,2024-06-20,460.0,3070.0,550.0,4080.0,WildCard_Credit,2024-06-20 12:00:00
TRX-4270310,ENT-645209,VID-54224,FG-087,ACC-045,2024-12-10,230.0,2288.0,350.0,2868.0,Debit Card,2024-12-10 17:00:00
TRX-2140044,ENT-112542,VID-63903,N/A,ACC-007,2024-12-10,230.0,2643.0,0.0,2873.0,WildCard_Credit,2024-12-10 08:00:00
TRX-5752935,ENT-364132,VID-35307,FG-005,ACC-002,2024-06-28,110.0,3207.0,750.0,4067.0,WildCard_Credit,2024-06-28 11:00:00
TRX-3043299,ENT-842470,VID-25725,FG-012,ACC-039,2024-11-02,110.0,632.0,350.0,1092.0,Debit Card,2024-11-02 18:00:00
TRX-4091420,ENT-365641,VID-48609,FG-060,ACC-043,2024-02-26,230.0,3088.0,350.0,3668.0,Credit Card,2024-02-26 19:00:00
TRX-6425820,ENT-369836,VID-31229,FG-100,ACC-005,2024-08-06,460.0,2257.0,550.0,3267.0,EFT,2024-08-06 19:00:00
TRX-5332524,ENT-952283,VID-44690,FG-023,ACC-029,2024-06-19,110.0,1967.0,750.0,2827.0,Credit Card,2024-06-19 08:00:00
TRX-9255351,ENT-213697,VID-28857,FG-070,ACC-050,2024-04-01,230.0,1221.0,750.0,2201.0,Cash,2024-04-01 18:00:00
TRX-5345236,ENT-208304,VID-14569,N/A,ACC-005,2024-08-14,110.0,2914.0,0.0,3024.0,Credit Card,2024-08-14 19:00:00
TRX-9350043,ENT-256085,VID-95572,FG-082,ACC-001,2024-08-16,460.0,3380.0,550.0,4390.0,Credit Card,2024-08-16 08:00:00
