EntryID,VisitorID,EntryDate,ExitDate,EntryGateID,AccID,VehicleReg,InsertedDate,ModifiedDate
ENT-815894,VID-96742,2024-07-10 12:00,2024-07-14 14:00,G18,ACC-009,QJ 15 QJ FS,2024-06-27 12:00:00,2024-06-27 12:00:00
ENT-412856,VID-70686,2024-03-06 17:00,2024-03-08 13:00,G18,ACC-028,NV 23 NV L,2024-02-10 17:00:00,2024-02-10 17:00:00
ENT-539605,VID-90599,2024-04-06 17:00,2024-04-13 14:00,G01,ACC-016,FC 05 FC ZN,2024-04-04 17:00:00,2024-04-09 17:00:00
ENT-345722,VID-80747,2024-01-25 09:00,2024-01-31 05:00,G07,ACC-049,WB 52 WB ZN,2024-01-12 09:00:00,2024-01-15 09:00:00
ENT-250219,VID-96535,2024-10-21 11:00,2024-10-26 12:00,G17,ACC-015,KH 55 KH ZN,2024-10-13 11:00:00,2024-10-15 11:00:00
ENT-149161,VID-55143,2024-03-30 16:00,2024-04-05 18:00,G13,ACC-034,IK 13 IK FS,2024-03-12 16:00:00,2024-03-15 16:00:00
ENT-251363,VID-70689,2024-08-30 09:00,2024-09-06 08:00,G02,ACC-036,KK 53 KK L,2024-08-20 09:00:00,2024-08-25 09:00:00
ENT-988283,VID-58637,2024-04-14 11:00,2024-04-20 08:00,G03,ACC-035,SE 26 SE FS,2024-03-15 11:00:00,2024-03-18 11:00:00
ENT-319036,VID-53642,2024-01-21 07:00,2024-01-23 11:00,G10,ACC-001,FE 77 FE NW,2024-01-14 07:00:00,2024-01-17 07:00:00
ENT-678897,VID-52154,2024-05-04 17:00,2024-05-09 16:00,G10,ACC-025,MQ 33 MQ NW,2024-04-21 17:00:00,2024-04-22 17:00:00
ENT-312994,VID-58589,2024-08-26 07:00,2024-09-02 10:00,G11,ACC-027,BW 70 BW FS,2024-08-01 07:00:00,2024-08-03 07:00:00
ENT-305721,VID-53236,2024-10-26 15:00,2024-11-01 17:00,G08,ACC-025,OG 59 OG L,2024-10-16 15:00:00,2024-10-17 15:00:00
ENT-875520,VID-74303,2024-05-11 18:00,2024-05-18 21:00,G15,ACC-011,TJ 15 TJ MP,2024-04-17 18:00:00,2024-04-22 18:00:00
ENT-957730,VID-97584,2024-10-04 16:00,2024-10-05 20:00,G02,ACC-049,AD 60 AD MP,2024-10-02 16:00:00,2024-10-02 16:00:00
ENT-747847,VID-93588,2024-01-05 09:00,2024-01-10 12:00,G20,ACC-031,RA 54 RA GP,2023-12-24 09:00:00,2023-12-24 09:00:00
ENT-626611,VID-98346,2024-09-28 17:00,2024-10-01 21:00,G14,ACC-012,CC 11 CC FS,2024-09-18 17:00:00,2024-09-18 17:00:00
ENT-525750,VID-70161,2024-05-09 11:00,2024-05-12 13:00,G19,ACC-016,ZF 68 ZF ZN,2024-05-06 11:00:00,2024-05-08 11:00:00
ENT-495490,VID-82443,2024-11-28 18:00,2024-11-29 15:00,G16,ACC-004,QS 08 QS ZN,2024-11-15 18:00:00,2024-11-18 18:00:00
ENT-144618,VID-40115,2024-06-18 15:00,2024-06-25 12:00,G07,ACC-045,XM 00 XM L,2024-05-20 15:00:00,2024-05-24 15:00:00
ENT-116418,VID-37152,2024-10-05 15:00,2024-10-11 11:00,G19,ACC-010,TS 30 TS MP,2024-09-29 15:00:00,2024-10-01 15:00:00
ENT-447843,VID-60311,2024-10-15 09:00,2024-10-20 11:00,G05,ACC-045,SN 90 SN NW,2024-09-23 09:00:00,2024-09-27 09:00:00
ENT-131064,VID-93115,2024-04-28 07:00,2024-05-01 09:00,G09,ACC-029,MJ 94 MJ ZN,2024-04-03 07:00:00,2024-04-05 07:00:00
ENT-409727,VID-42302,2024-10-26 16:00,2024-10-30 13:00,G03,ACC-006,GJ 71 GJ NW,2024-10-01 16:00:00,2024-10-05 16:00:00
ENT-566339,VID-57175,2024-06-11 11:00,2024-06-12 08:00,G09,ACC-007,DE 45 DE NW,2024-06-10 11:00:00,2024-06-12 11:00:00
ENT-725920,VID-88386,2024-02-22 06:00,2024-02-23 07:00,G11,ACC-025,AK 77 AK FS,2024-02-04 06:00:00,2024-02-04 06:00:00
ENT-277735,VID-28198,2024-05-04 15:00,2024-05-09 13:00,G09,ACC-020,GD 12 GD L,2024-04-12 15:00:00,2024-04-15 15:00:00
ENT-855917,VID-91924,2024-09-04 18:00,2024-09-05 19:00,G16,ACC-039,QL 10 QL NW,2024-08-26 18:00:00,2024-08-27 18:00:00
ENT-551533,VID-95332,2024-06-19 15:00,2024-06-23 16:00,G20,ACC-009,HP 64 HP MP,2024-06-04 15:00:00,2024-06-06 15:00:00
ENT-441716,VID-59290,2024-07-22 11:00,2024-07-25 14:00,G09,ACC-026,JY 19 JY MP,2024-07-03 11:00:00,2024-07-04 11:00:00
ENT-842776,VID-37479,2024-12-15 18:00,2024-12-20 14:00,G15,ACC-019,VB 87 VB ZN,2024-11-21 18:00:00,2024-11-24 18:00:00
ENT-790658,VID-30203,2024-09-12 08:00,2024-09-18 08:00,G14,ACC-025,BZ 44 BZ FS,2024-09-04 08:00:00,2024-09-06 08:00:00
ENT-835716,VID-80373,2024-12-20 12:00,2024-12-25 08:00,G20,ACC-041,XC 26 XC MP,2024-11-24 12:00:00,2024-11-26 12:00:00
ENT-934908,VID-66420,2024-11-27 15:00,2024-11-28 17:00,G04,ACC-001,CF 75 CF ZN,2024-11-02 15:00:00,2024-11-04 15:00:00
ENT-909859,VID-99070,2024-10-21 09:00,2024-10-25 10:00,G19,ACC-045,NI 01 NI NW,2024-10-08 09:00:00,2024-10-11 09:00:00
ENT-459731,VID-69681,2024-02-13 07:00,2024-02-20 05:00,G07,ACC-034,MM 46 MM L,2024-02-01 07:00:00,2024-02-03 07:00:00
ENT-779445,VID-24334,2024-02-04 10:00,2024-02-05 07:00,G06,ACC-048,GE 15 GE NW,2024-02-03 10:00:00,2024-02-05 10:00:00
ENT-789237,VID-66640,2024-04-28 18:00,2024-05-02 16:00,G13,ACC-002,TW 44 TW GP,2024-04-22 18:00:00,2024-04-27 18:00:00
ENT-948014,VID-18200,2024-12-26 09:00,2024-12-28 09:00,G19,ACC-007,UN 31 UN GP,2024-12-01 09:00:00,2024-12-06 09:00:00
ENT-428628,VID-88246,2024-05-14 16:00,2024-05-21 19:00,G13,ACC-040,KC 34 KC MP,2024-04-27 16:00:00,2024-05-02 16:00:00
ENT-718836,VID-21108,2024-12-10 17:00,2024-12-17 17:00,G05,ACC-021,DH 16 DH FS,2024-11-10 17:00:00,2024-11-14 17:00:00
ENT-543588,VID-34347,2024-07-17 12:00,2024-07-22 10:00,G16,ACC-041,NX 91 NX MP,2024-06-28 12:00:00,2024-07-01 12:00:00
ENT-749498,VID-17026,2024-09-07 10:00,2024-09-09 08:00,G12,ACC-001,MF 35 MF ZN,2024-08-27 10:00:00,2024-08-30 10:00:00
ENT-980690,VID-68176,2024-09-10 12:00,2024-09-16 15:00,G16,ACC-011,CA 72 CA L,2024-08-27 12:00:00,2024-09-01 12:00:00
ENT-693127,VID-74921,2024-04-25 14:00,2024-04-28 12:00,G18,ACC-033,CC 78 CC L,2024-03-31 14:00:00,2024-04-03 14:00:00
ENT-545807,VID-23423,2024-10-04 18:00,2024-10-05 21:00,G08,ACC-020,WA 28 WA GP,2024-09-16 18:00:00,2024-09-17 18:00:00
ENT-716482,VID-55957,2024-08-12 07:00,2024-08-19 06:00,G20,ACC-041,LQ 78 LQ GP,2024-08-05 07:00:00,2024-08-10 07:00:00
ENT-276556,VID-52421,2024-10-18 11:00,2024-10-23 11:00,G10,ACC-019,OY 59 OY GP,2024-09-28 11:00:00,2024-10-02 11:00:00
ENT-390794,VID-95969,2024-03-10 18:00,2024-03-17 20:00,G05,ACC-045,WG 78 WG ZN,2024-02-09 18:00:00,2024-02-09 18:00:00
ENT-493396,VID-69243,2024-07-20 13:00,2024-07-22 13:00,G03,ACC-041,UT 47 UT ZN,2024-06-29 13:00:00,2024-07-02 13:00:00
ENT-911739,VID-22208,2024-07-07 13:00,2024-07-11 14:00,G15,ACC-041,RJ 05 RJ MP,2024-06-18 13:00:00,2024-06-18 13:00:00
ENT-454161,VID-81737,2024-08-07 09:00,2024-08-11 09:00,G19,ACC-009,OM 36 OM GP,2024-07-27 09:00:00,2024-07-29 09:00:00
ENT-999312,VID-30707,2024-01-24 07:00,2024-01-30 10:00,G15,ACC-030,AY 26 AY MP,2024-01-23 07:00:00,2024-01-23 07:00:00
ENT-477943,VID-42819,2024-11-28 10:00,2024-11-30 10:00,G03,ACC-024,RQ 06 RQ ZN,2024-11-25 10:00:00,2024-11-30 10:00:00
ENT-837880,VID-22475,2024-12-24 18:00,2024-12-26 20:00,G01,ACC-014,MD 26 MD GP,2024-12-03 18:00:00,2024-12-03 18:00:00
ENT-827744,VID-27324,2024-01-05 17:00,2024-01-08 14:00,G16,ACC-005,FC 81 FC L,2023-12-08 17:00:00,2023-12-11 17:00:00
ENT-249792,VID-18966,2024-06-02 08:00,2024-06-06 06:00,G17,ACC-037,AQ 47 AQ ZN,2024-05-12 08:00:00,2024-05-17 08:00:00
ENT-190898,VID-23168,2024-03-18 12:00,2024-03-23 15:00,G05,ACC-049,DS 34 DS MP,2024-02-19 12:00:00,2024-02-20 12:00:00
ENT-730193,VID-88644,2024-05-06 10:00,2024-05-12 07:00,G20,ACC-019,UR 86 UR L,2024-04-28 10:00:00,2024-05-02 10:00:00
ENT-510780,VID-48737,2024-04-15 14:00,2024-04-20 18:00,G02,ACC-016,MC 45 MC FS,2024-04-08 14:00:00,2024-04-13 14:00:00
ENT-541307,VID-57895,2024-01-07 11:00,2024-01-10 09:00,G18,ACC-044,EM 90 EM FS,2023-12-25 11:00:00,2023-12-29 11:00:00
ENT-927630,VID-62163,2024-02-04 06:00,2024-02-07 05:00,G17,ACC-019,QN 47 QN GP,2024-02-02 06:00:00,2024-02-02 06:00:00
ENT-424960,VID-20357,2024-11-23 14:00,2024-11-28 12:00,G17,ACC-014,ZE 35 ZE ZN,2024-11-14 14:00:00,2024-11-14 14:00:00
ENT-865416,VID-41278,2024-12-14 16:00,2024-12-15 16:00,G02,ACC-016,CL 46 CL L,2024-11-21 16:00:00,2024-11-24 16:00:00
ENT-842287,VID-27984,2024-12-07 17:00,2024-12-13 15:00,G01,ACC-011,MJ 58 MJ L,2024-12-03 17:00:00,2024-12-03 17:00:00
ENT-908903,VID-13847,2024-03-26 11:00,2024-03-28 11:00,G11,ACC-028,HB 75 HB GP,2024-03-02 11:00:00,2024-03-02 11:00:00
ENT-694423,VID-31873,2024-09-11 13:00,2024-09-16 14:00,G12,ACC-011,GC 57 GC MP,2024-09-09 13:00:00,2024-09-12 13:00:00
ENT-594681,VID-57707,2024-09-17 06:00,2024-09-18 02:00,G13,ACC-010,EY 08 EY ZN,2024-09-09 06:00:00,2024-09-09 06:00:00
ENT-855276,VID-51934,2024-12-01 12:00,2024-12-03 13:00,G09,ACC-005,OD 60 OD MP,2024-11-23 12:00:00,2024-11-26 12:00:00
ENT-396020,VID-50723,2024-09-21 06:00,2024-09-25 03:00,G11,ACC-006,OA 25 OA L,2024-08-23 06:00:00,2024-08-26 06:00:00
ENT-910143,VID-35614,2024-11-14 09:00,2024-11-18 10:00,G18,ACC-049,UD 90 UD FS,2024-10-26 09:00:00,2024-10-29 09:00:00
ENT-895794,VID-96154,2024-06-26 16:00,2024-07-03 12:00,G13,ACC-048,SC 52 SC NW,2024-06-15 16:00:00,2024-06-15 16:00:00
ENT-342716,VID-78125,2024-01-31 08:00,2024-02-06 08:00,G14,ACC-045,XL 75 XL FS,2024-01-28 08:00:00,2024-01-28 08:00:00
ENT-695403,VID-18163,2024-03-09 16:00,2024-03-16 18:00,G14,ACC-043,ZG 23 ZG NW,2024-03-06 16:00:00,2024-03-10 16:00:00
ENT-344959,VID-19789,2024-12-24 17:00,2024-12-27 18:00,G07,ACC-009,UP 11 UP NW,2024-12-09 17:00:00,2024-12-11 17:00:00
ENT-573869,VID-50410,2024-06-09 12:00,2024-06-10 16:00,G15,ACC-017,WC 83 WC ZN,2024-05-28 12:00:00,2024-05-29 12:00:00
ENT-255528,VID-21955,2024-12-22 15:00,2024-12-23 14:00,G08,ACC-023,KB 28 KB MP,2024-11-25 15:00:00,2024-11-27 15:00:00
ENT-676843,VID-42748,2024-01-16 12:00,2024-01-23 15:00,G04,ACC-030,CU 10 CU MP,2023-12-29 12:00:00,2024-01-03 12:00:00
ENT-760914,VID-94500,2024-03-07 09:00,2024-03-14 11:00,G03,ACC-038,PX 09 PX MP,2024-02-24 09:00:00,2024-02-29 09:00:00
ENT-228479,VID-15596,2024-11-26 13:00,2024-12-03 11:00,G15,ACC-004,EO 83 EO GP,2024-11-23 13:00:00,2024-11-25 13:00:00
ENT-296242,VID-46042,2024-07-14 16:00,2024-07-18 14:00,G09,ACC-029,WA 62 WA L,2024-07-02 16:00:00,2024-07-03 16:00:00
ENT-393366,VID-60202,2024-09-12 12:00,2024-09-17 15:00,G05,ACC-027,FX 56 FX FS,2024-09-10 12:00:00,2024-09-10 12:00:00
ENT-919394,VID-73527,2024-01-10 12:00,2024-01-17 13:00,G12,ACC-037,NK 13 NK MP,2023-12-25 12:00:00,2023-12-29 12:00:00
ENT-655149,VID-56849,2024-01-16 18:00,2024-01-23 18:00,G19,ACC-015,ZC 62 ZC ZN,2024-01-14 18:00:00,2024-01-17 18:00:00
ENT-284654,VID-41005,2024-01-29 18:00,2024-01-31 20:00,G19,ACC-021,US 90 US ZN,2024-01-17 18:00:00,2024-01-18 18:00:00
ENT-977340,VID-74517,2024-06-29 15:00,2024-07-04 13:00,G18,ACC-020,EA 06 EA GP,2024-06-10 15:00:00,2024-06-11 15:00:00
ENT-311250,VID-27103,2024-09-26 13:00,2024-09-27 14:00,G11,ACC-046,EU 80 EU MP,2024-08-27 13:00:00,2024-08-31 13:00:00
ENT-482614,VID-19506,2024-10-27 17:00,2024-10-29 14:00,G12,ACC-046,YK 13 YK MP,2024-09-29 17:00:00,2024-10-03 17:00:00
ENT-282664,VID-83659,2024-03-21 17:00,2024-03-25 20:00,G20,ACC-023,FP 13 FP ZN,2024-02-29 17:00:00,2024-03-02 17:00:00
ENT-510623,VID-84381,2024-05-30 08:00,2024-06-01 04:00,G02,ACC-012,PX 92 PX FS,2024-05-07 08:00:00,2024-05-11 08:00:00
ENT-349556,VID-55457,2024-02-23 13:00,2024-02-25 14:00,G11,ACC-011,QZ 86 QZ ZN,2024-01-30 13:00:00,2024-01-30 13:00:00
ENT-826847,VID-18885,2024-06-20 13:00,2024-06-21 13:00,G12,ACC-017,US 04 US NW,2024-06-13 13:00:00,2024-06-14 13:00:00
ENT-493580,VID-23294,2024-03-26 12:00,2024-03-30 14:00,G16,ACC-037,QR 10 QR GP,2024-03-14 12:00:00,2024-03-18 12:00:00
ENT-458411,VID-32296,2024-05-30 06:00,2024-06-02 06:00,G13,ACC-011,TO 80 TO FS,2024-05-26 06:00:00,2024-05-26 06:00:00
ENT-273012,VID-89602,2024-11-10 13:00,2024-11-16 09:00,G14,ACC-011,BI 94 BI FS,2024-10-27 13:00:00,2024-11-01 13:00:00
ENT-200575,VID-16505,2024-10-03 10:00,2024-10-09 10:00,G13,ACC-037,OM 00 OM GP,2024-09-23 10:00:00,2024-09-24 10:00:00
ENT-126985,VID-37125,2024-05-30 16:00,2024-06-05 19:00,G06,ACC-041,HC 83 HC NW,2024-05-23 16:00:00,2024-05-23 16:00:00
ENT-670557,VID-60793,2024-08-29 13:00,2024-09-04 13:00,G06,ACC-024,XJ 42 XJ NW,2024-08-26 13:00:00,2024-08-31 13:00:00
ENT-258471,VID-97486,2024-05-14 09:00,2024-05-21 09:00,G04,ACC-006,RV 47 RV MP,2024-04-25 09:00:00,2024-04-25 09:00:00
ENT-538967,VID-80190,2024-10-10 06:00,2024-10-17 08:00,G16,ACC-037,WM 09 WM ZN,2024-09-13 06:00:00,2024-09-17 06:00:00
ENT-810446,VID-91300,2024-01-18 14:00,2024-01-23 18:00,G05,ACC-008,YL 91 YL MP,2023-12-23 14:00:00,2023-12-27 14:00:00
ENT-556542,VID-36465,2024-04-08 08:00,2024-04-09 10:00,G05,ACC-039,GX 90 GX NW,2024-04-05 08:00:00,2024-04-10 08:00:00
ENT-644932,VID-70051,2024-10-11 12:00,2024-10-16 13:00,G01,ACC-045,QN 44 QN MP,2024-09-13 12:00:00,2024-09-15 12:00:00
ENT-690016,VID-23237,2024-10-17 15:00,2024-10-22 12:00,G10,ACC-035,WW 26 WW FS,2024-09-17 15:00:00,2024-09-17 15:00:00
ENT-250840,VID-91034,2024-11-07 13:00,2024-11-08 11:00,G20,ACC-044,SB 83 SB MP,2024-10-29 13:00:00,2024-11-01 13:00:00
ENT-121215,VID-54284,2024-01-26 17:00,2024-01-30 17:00,G10,ACC-020,HM 60 HM MP,2023-12-28 17:00:00,2023-12-30 17:00:00
ENT-382507,VID-64627,2024-03-09 10:00,2024-03-15 13:00,G20,ACC-042,CL 94 CL NW,2024-02-13 10:00:00,2024-02-15 10:00:00
ENT-168804,VID-50779,2024-09-21 11:00,2024-09-28 07:00,G17,ACC-026,DW 80 DW MP,2024-09-04 11:00:00,2024-09-05 11:00:00
ENT-477880,VID-36097,2024-04-12 06:00,2024-04-14 02:00,G09,ACC-024,VN 61 VN GP,2024-03-28 06:00:00,2024-03-28 06:00:00
ENT-715388,VID-82264,2024-05-03 11:00,2024-05-07 14:00,G12,ACC-023,EX 76 EX L,2024-04-27 11:00:00,2024-04-30 11:00:00
ENT-917711,VID-38091,2024-01-15 12:00,2024-01-16 10:00,G08,ACC-042,FF 65 FF ZN,2023-12-18 12:00:00,2023-12-22 12:00:00
ENT-334639,VID-43081,2024-01-05 13:00,2024-01-07 11:00,G20,ACC-020,SS 28 SS L,2023-12-16 13:00:00,2023-12-16 13:00:00
ENT-645928,VID-91737,2024-08-23 10:00,2024-08-25 13:00,G13,ACC-038,CN 68 CN L,2024-08-13 10:00:00,2024-08-18 10:00:00
ENT-213355,VID-73142,2024-10-14 16:00,2024-10-19 16:00,G03,ACC-022,ZQ 82 ZQ ZN,2024-10-04 16:00:00,2024-10-09 16:00:00
ENT-159532,VID-88647,2024-11-29 10:00,2024-12-01 08:00,G13,ACC-043,ID 04 ID L,2024-11-12 10:00:00,2024-11-13 10:00:00
ENT-711344,VID-84978,2024-05-12 12:00,2024-05-16 14:00,G07,ACC-022,SF 57 SF ZN,2024-04-18 12:00:00,2024-04-18 12:00:00
ENT-685365,VID-33741,2024-07-02 14:00,2024-07-05 12:00,G10,ACC-007,MT 75 MT MP,2024-06-05 14:00:00,2024-06-10 14:00:00
ENT-334176,VID-50250,2024-12-14 11:00,2024-12-20 08:00,G14,ACC-022,JP 41 JP GP,2024-12-06 11:00:00,2024-12-08 11:00:00
ENT-624788,VID-25704,2024-11-20 15:00,2024-11-25 12:00,G13,ACC-034,HB 81 HB MP,2024-11-04 15:00:00,2024-11-05 15:00:00
ENT-850432,VID-33639,2024-06-24 12:00,2024-06-29 15:00,G03,ACC-032,IZ 30 IZ NW,2024-06-19 12:00:00,2024-06-21 12:00:00
ENT-613358,VID-21539,2024-05-20 09:00,2024-05-27 07:00,G05,ACC-040,LL 44 LL GP,2024-05-01 09:00:00,2024-05-02 09:00:00
ENT-893612,VID-79603,2024-01-20 14:00,2024-01-22 15:00,G07,ACC-002,RQ 26 RQ L,2024-01-19 14:00:00,2024-01-21 14:00:00
ENT-420984,VID-31891,2024-06-08 08:00,2024-06-09 10:00,G03,ACC-003,HH 75 HH L,2024-05-22 08:00:00,2024-05-26 08:00:00
ENT-476701,VID-34697,2024-08-10 16:00,2024-08-12 17:00,G06,ACC-026,AF 92 AF GP,2024-07-12 16:00:00,2024-07-15 16:00:00
ENT-782141,VID-14897,2024-10-28 14:00,2024-10-30 11:00,G13,ACC-041,GN 09 GN ZN,2024-10-16 14:00:00,2024-10-21 14:00:00
ENT-221414,VID-64627,2024-02-25 16:00,2024-03-03 12:00,G15,ACC-025,DG 72 DG ZN,2024-02-23 16:00:00,2024-02-28 16:00:00
ENT-794663,VID-78197,2024-11-18 06:00,2024-11-21 08:00,G09,ACC-040,PD 81 PD ZN,2024-10-27 06:00:00,2024-10-27 06:00:00
ENT-621917,VID-36037,2024-11-12 07:00,2024-11-15 04:00,G20,ACC-013,UV 93 UV NW,2024-10-17 07:00:00,2024-10-17 07:00:00
ENT-821634,VID-73001,2024-05-31 08:00,2024-06-01 12:00,G11,ACC-016,AR 98 AR ZN,2024-05-15 08:00:00,2024-05-16 08:00:00
ENT-858724,VID-23276,2024-09-09 08:00,2024-09-10 12:00,G09,ACC-042,GZ 24 GZ GP,2024-09-06 08:00:00,2024-09-11 08:00:00
ENT-427897,VID-65836,2024-03-30 06:00,2024-04-06 06:00,G04,ACC-007,WX 01 WX ZN,2024-03-18 06:00:00,2024-03-23 06:00:00
ENT-868677,VID-22183,2024-03-28 11:00,2024-03-31 14:00,G12,ACC-022,EK 92 EK NW,2024-03-08 11:00:00,2024-03-10 11:00:00
ENT-218548,VID-27368,2024-12-19 13:00,2024-12-26 15:00,G02,ACC-011,CX 45 CX NW,2024-11-28 13:00:00,2024-11-29 13:00:00
ENT-817712,VID-27125,2024-04-02 15:00,2024-04-06 16:00,G16,ACC-032,CK 02 CK L,2024-03-13 15:00:00,2024-03-13 15:00:00
ENT-704660,VID-84057,2024-01-07 17:00,2024-01-14 21:00,G08,ACC-043,WN 66 WN NW,2023-12-13 17:00:00,2023-12-18 17:00:00
ENT-809147,VID-94070,2024-12-04 17:00,2024-12-06 20:00,G13,ACC-010,VO 90 VO ZN,2024-11-22 17:00:00,2024-11-27 17:00:00
ENT-273438,VID-19812,2024-03-21 14:00,2024-03-28 17:00,G16,ACC-021,GZ 02 GZ ZN,2024-02-22 14:00:00,2024-02-25 14:00:00
ENT-565765,VID-85108,2024-07-12 12:00,2024-07-19 11:00,G15,ACC-006,WL 14 WL ZN,2024-07-09 12:00:00,2024-07-12 12:00:00
ENT-675771,VID-10022,2024-01-10 07:00,2024-01-14 09:00,G03,ACC-039,ZQ 85 ZQ ZN,2024-01-08 07:00:00,2024-01-12 07:00:00
ENT-956255,VID-39218,2024-12-09 13:00,2024-12-12 14:00,G15,ACC-022,OQ 46 OQ ZN,2024-11-12 13:00:00,2024-11-12 13:00:00
ENT-472390,VID-93055,2024-08-19 07:00,2024-08-20 06:00,G10,ACC-036,NS 01 NS MP,2024-08-18 07:00:00,2024-08-20 07:00:00
ENT-993590,VID-61497,2024-07-28 07:00,2024-07-31 06:00,G07,ACC-030,VE 37 VE GP,2024-07-21 07:00:00,2024-07-21 07:00:00
ENT-579605,VID-96305,2024-11-20 16:00,2024-11-25 13:00,G19,ACC-033,DM 50 DM NW,2024-10-26 16:00:00,2024-10-29 16:00:00
ENT-282085,VID-26827,2024-10-26 13:00,2024-10-31 11:00,G04,ACC-025,RP 38 RP NW,2024-10-03 13:00:00,2024-10-07 13:00:00
ENT-459513,VID-48557,2024-11-07 17:00,2024-11-14 16:00,G15,ACC-009,DP 85 DP ZN,2024-10-29 17:00:00,2024-11-01 17:00:00
ENT-310647,VID-37487,2024-10-07 11:00,2024-10-13 15:00,G20,ACC-046,HI 69 HI ZN,2024-09-16 11:00:00,2024-09-17 11:00:00
ENT-897730,VID-56168,2024-04-01 14:00,2024-04-06 15:00,G18,ACC-031,PY 76 PY FS,2024-03-09 14:00:00,2024-03-09 14:00:00
ENT-126499,VID-59921,2024-05-26 12:00,2024-06-02 08:00,G05,ACC-004,RF 71 RF L,2024-05-09 12:00:00,2024-05-09 12:00:00
ENT-313910,VID-80932,2024-12-15 10:00,2024-12-17 06:00,G02,ACC-023,VC 87 VC MP,2024-11-22 10:00:00,2024-11-24 10:00:00
ENT-401610,VID-97096,2024-11-27 14:00,2024-12-01 13:00,G02,ACC-025,KY 93 KY FS,2024-11-10 14:00:00,2024-11-15 14:00:00
ENT-918859,VID-68073,2024-01-28 06:00,2024-02-03 06:00,G08,ACC-041,SQ 75 SQ FS,2024-01-21 06:00:00,2024-01-25 06:00:00
ENT-286044,VID-99477,2024-04-10 18:00,2024-04-16 17:00,G03,ACC-012,ZT 10 ZT L,2024-03-31 18:00:00,2024-04-03 18:00:00
ENT-105919,VID-53327,2024-10-11 10:00,2024-10-13 08:00,G15,ACC-046,YB 95 YB ZN,2024-09-22 10:00:00,2024-09-24 10:00:00
ENT-676884,VID-56934,2024-11-11 16:00,2024-11-14 19:00,G03,ACC-046,IF 10 IF FS,2024-10-16 16:00:00,2024-10-20 16:00:00
ENT-466375,VID-38992,2024-03-22 12:00,2024-03-27 16:00,G07,ACC-043,IJ 27 IJ FS,2024-03-09 12:00:00,2024-03-09 12:00:00
ENT-462814,VID-68414,2024-08-31 14:00,2024-09-07 10:00,G08,ACC-042,PQ 96 PQ L,2024-08-27 14:00:00,2024-09-01 14:00:00
ENT-859143,VID-47070,2024-07-14 18:00,2024-07-15 20:00,G01,ACC-034,VJ 84 VJ GP,2024-07-05 18:00:00,2024-07-09 18:00:00
ENT-200617,VID-31940,2024-05-31 16:00,2024-06-02 17:00,G18,ACC-035,AB 67 AB ZN,2024-05-14 16:00:00,2024-05-14 16:00:00
ENT-877388,VID-67047,2024-08-05 07:00,2024-08-07 11:00,G03,ACC-048,RA 70 RA GP,2024-07-09 07:00:00,2024-07-14 07:00:00
ENT-702891,VID-39837,2024-01-28 08:00,2024-02-04 08:00,G09,ACC-027,KQ 40 KQ ZN,2024-01-10 08:00:00,2024-01-10 08:00:00
ENT-714054,VID-15965,2024-03-01 14:00,2024-03-02 11:00,G03,ACC-023,YC 73 YC GP,2024-02-05 14:00:00,2024-02-10 14:00:00
ENT-132316,VID-72126,2024-05-24 18:00,2024-05-28 20:00,G06,ACC-035,FT 78 FT L,2024-05-11 18:00:00,2024-05-16 18:00:00
ENT-682032,VID-28530,2024-11-20 08:00,2024-11-23 09:00,G04,ACC-003,AP 59 AP L,2024-11-19 08:00:00,2024-11-23 08:00:00
ENT-777308,VID-77181,2024-04-17 17:00,2024-04-23 18:00,G05,ACC-011,EQ 21 EQ ZN,2024-04-10 17:00:00,2024-04-13 17:00:00
ENT-676365,VID-19587,2024-10-17 06:00,2024-10-24 10:00,G10,ACC-043,BC 74 BC L,2024-10-02 06:00:00,2024-10-07 06:00:00
ENT-749609,VID-19149,2024-07-01 08:00,2024-07-07 07:00,G07,ACC-021,MI 66 MI MP,2024-06-27 08:00:00,2024-06-29 08:00:00
ENT-105066,VID-51053,2024-10-16 15:00,2024-10-19 16:00,G08,ACC-015,SQ 23 SQ ZN,2024-10-02 15:00:00,2024-10-03 15:00:00
ENT-610626,VID-82308,2024-06-18 13:00,2024-06-22 16:00,G04,ACC-012,QC 28 QC FS,2024-06-06 13:00:00,2024-06-08 13:00:00
ENT-119535,VID-76476,2024-04-10 10:00,2024-04-16 07:00,G01,ACC-038,PT 20 PT L,2024-03-17 10:00:00,2024-03-17 10:00:00
ENT-334153,VID-87280,2024-10-05 14:00,2024-10-09 12:00,G10,ACC-009,MN 35 MN ZN,2024-09-23 14:00:00,2024-09-26 14:00:00
ENT-247189,VID-68487,2024-05-02 18:00,2024-05-07 16:00,G06,ACC-012,OO 81 OO ZN,2024-04-07 18:00:00,2024-04-11 18:00:00
ENT-343007,VID-18239,2024-09-04 11:00,2024-09-05 10:00,G09,ACC-024,GR 57 GR NW,2024-08-10 11:00:00,2024-08-13 11:00:00
ENT-208239,VID-78337,2024-08-28 13:00,2024-08-29 09:00,G09,ACC-048,GO 16 GO L,2024-08-07 13:00:00,2024-08-09 13:00:00
ENT-494609,VID-39215,2024-10-27 16:00,2024-11-03 13:00,G17,ACC-026,JW 44 JW FS,2024-10-10 16:00:00,2024-10-12 16:00:00
